state_po,district,incumbent,incumbent_party,status_text,dem_candidate,rep_candidate,other_candidates,n_dem,n_rep,incumbent_running,paired_incumbents,harris24,trump24,total24,biden20,trump20,total20,pres24_margin,pres20_margin,lines_changed,race_type,race_note
WA,3,Marie Gluesenkamp Perez,D,Incumbent advanced to general,Marie Gluesenkamp Perez,John Braun,,1,1,True,1,197986,211907,421693,196218.0,213902.0,420817.0,-3.396252192645398,-4.311908709645957,False,standard,
WA,4,Dan Newhouse,,Incumbent retiring,John Duresky,Amanda McKinney,,1,1,False,1,119032,183219,310462,130107.0,184863.0,323034.0,-21.23632345302414,-17.38451281074388,False,standard,
WA,5,Michael Baumgartner,R,Incumbent advanced to general,Carmela Conroy,Michael Baumgartner,,1,1,True,1,173909,217375,402950,180838.0,222224.0,415270.0,-11.108555422659757,-10.267899231383756,False,standard,
WA,6,Emily Randall,D,Incumbent advanced to general,Emily Randall,Teresa Fox,,1,1,True,1,251826,168264,433649,253641.0,177178.0,444191.0,19.891451831750338,17.74828872449915,False,standard,
WA,7,Pramila Jayapal,D,Incumbent advanced to general,Pramila Jayapal,Nirav Sheth,,1,1,True,1,373392,47188,434984,395386.0,51351.0,455644.0,77.56051167435446,77.01063489256542,False,standard,
WA,8,Kim Schrier,D,Incumbent advanced to general,Kim Schrier,Spencer Meline,,1,1,True,1,218294,193710,425522,226804.0,197508.0,435843.0,5.966932359880001,6.904353400328061,False,standard,
WA,9,Adam Smith,D,Incumbent advanced to general,Adam Smith,Doug Basler,,1,1,True,1,219426,88121,318654,255762.0,94177.0,357484.0,42.69428737721389,46.175190533207214,False,standard,
WA,10,Marilyn Strickland,D,Incumbent advanced to general,Marilyn Strickland,Chris Chung,,1,1,True,1,204893,140614,357020,216906.0,149910.0,378511.0,18.6042540382684,18.26419785396493,False,standard,
WI,1,Bryan Steil,R,Incumbent renominated,Mitchell Berman,Bryan Steil,,1,1,True,1,189560,207736,403219,190050.0,197950.0,393706.0,-4.574926503161371,-2.036082474226804,False,standard,
WI,2,Mark Pocan,D,Incumbent re-elected,Mark Pocan,,,1,0,True,1,324784,136735,468398,310866.0,125928.0,442951.0,40.745668109005265,42.33986730586959,False,same_party,D
WI,3,Derrick Van Orden,R,Incumbent renominated,Rebecca Cooke,Derrick Van Orden,Alexander Kent (Independent); Rustin Provance (Independent),1,1,True,1,191708,222857,421044,185088.0,203589.0,395551.0,-7.513658895468744,-4.759993516467401,False,standard,
WI,4,Gwen Moore,D,Incumbent renominated,Gwen Moore,Tim Rogers,Arthur Burks (Independent),1,1,True,1,258176,80483,344679,260145.0,78292.0,342657.0,52.46959330772252,53.733191110901,False,standard,
WI,5,Scott Fitzgerald,R,Incumbent renominated,Andrew Beck,Scott Fitzgerald,,1,1,True,1,183713,290101,480204,175986.0,282390.0,464784.0,-22.453536619855047,-23.213257238598878,False,standard,
WI,6,Glenn Grothman,R,Incumbent renominated,Brad Smith,Glenn Grothman,Matthew Arndt (Green); Elizabeth Fitzgibbon (Independent); Michael Thurow (Independent),1,1,True,1,175452,245778,426849,171949.0,237088.0,415757.0,-16.695392066092158,-15.924965223194969,False,standard,
WI,7,Tom Tiffany,,Incumbent retiring to run for governor,Fred Clark,Michael Alfonso,,1,1,False,1,167604,266844,441048,165850.0,250173.0,422463.0,-22.842779803336647,-20.268831290577683,False,standard,
WI,8,Tony Wied,R,Incumbent renominated,Rick Crosson,Tony Wied,,1,1,True,1,177232,247092,429772,170932.0,234773.0,412078.0,-16.463834239873304,-15.735817897240606,False,standard,
WV,1,Carol Miller,R,Incumbent renominated,Vince George,Carol Miller,Belinda Fox-Spencer (Constitution),1,1,True,1,98066,259831,364662,112947.0,273523.0,392576.0,-45.19875830196956,-41.549408751002666,False,standard,
WV,2,Riley Moore,R,Incumbent renominated,Ace Parsi,Riley Moore,,1,1,True,1,116243,273725,397728,123037.0,271859.0,402076.0,-40.383313502646374,-37.68637818564888,False,standard,
WY,0,Harriet Hageman,,Incumbent retiring to run for U.S. Senate,Lisa Kinney,Chuck Gray,Jeffrey Haggit (Constitution); Shawn Johnson (Libertarian),1,1,False,1,69527,192633,266353,73491.0,193559.0,275026.0,-46.95834604821483,-44.960868751170196,False,standard,
